사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2025-02,1호선,0150,서울역,"1,703,216","1,561,398","227,099","209,611",2025-03-03 16:39:12
2025-02,1호선,0151,시청,"601,471","603,581","125,047","122,390",2025-03-03 16:39:12
2025-02,1호선,0152,종각,"919,772","901,106","150,293","139,291",2025-03-03 16:39:12
2025-02,1호선,0153,종로3가,"443,812","402,718","272,104","247,589",2025-03-03 16:39:12
2025-02,1호선,0154,종로5가,"425,522","414,838","219,746","214,623",2025-03-03 16:39:12
2025-02,1호선,0155,동대문,"213,441","204,911","112,367","110,819",2025-03-03 16:39:12
2025-02,1호선,0156,신설동,"266,059","256,985","111,515","108,714",2025-03-03 16:39:12
2025-02,1호선,0157,제기동,"217,314","209,127","237,622","256,212",2025-03-03 16:39:12
2025-02,1호선,0158,청량리(서울시립대입구),"368,108","358,024","255,574","250,552",2025-03-03 16:39:12
2025-02,1호선,0159,동묘앞,"140,486","147,658","138,396","139,541",2025-03-03 16:39:12
2025-02,2호선,0201,시청,"648,860","608,186","66,644","57,920",2025-03-03 16:39:12
2025-02,2호선,0202,을지로입구,"1,221,506","1,262,965","102,106","94,062",2025-03-03 16:39:12
2025-02,2호선,0203,을지로3가,"607,150","602,714","70,006","68,741",2025-03-03 16:39:12
2025-02,2호선,0204,을지로4가,"309,507","307,426","68,622","67,593",2025-03-03 16:39:12
2025-02,2호선,0205,동대문역사문화공원(DDP),"339,043","388,722","54,789","59,390",2025-03-03 16:39:12
2025-02,2호선,0206,신당,"323,113","341,572","84,932","86,503",2025-03-03 16:39:12
2025-02,2호선,0207,상왕십리,"323,366","317,236","63,433","64,783",2025-03-03 16:39:12
2025-02,2호선,0208,왕십리(성동구청),"369,413","350,416","50,009","45,984",2025-03-03 16:39:12
2025-02,2호선,0209,한양대,"198,876","215,582","12,940","13,973",2025-03-03 16:39:12
2025-02,2호선,0210,뚝섬,"610,699","640,368","60,913","61,345",2025-03-03 16:39:12
2025-02,2호선,0211,성수,"1,210,177","1,304,449","94,065","94,967",2025-03-03 16:39:12
2025-02,2호선,0212,건대입구,"912,984","959,224","87,636","90,669",2025-03-03 16:39:12
2025-02,2호선,0213,구의(광진구청),"570,562","556,927","102,401","103,278",2025-03-03 16:39:12
2025-02,2호선,0214,강변(동서울터미널),"673,708","617,895","102,938","98,005",2025-03-03 16:39:12
2025-02,2호선,0215,잠실나루,"309,648","296,959","82,928","82,428",2025-03-03 16:39:12
2025-02,2호선,0216,잠실(송파구청),"2,015,482","1,977,725","198,485","191,296",2025-03-03 16:39:12
2025-02,2호선,0217,잠실새내,"536,105","525,738","107,178","106,898",2025-03-03 16:39:12
2025-02,2호선,0218,종합운동장,"168,882","183,872","43,180","44,813",2025-03-03 16:39:12
2025-02,2호선,0219,삼성(무역센터),"1,347,868","1,365,858","114,698","105,710",2025-03-03 16:39:12
2025-02,2호선,0220,선릉,"1,291,747","1,134,077","230,949","202,922",2025-03-03 16:39:12
2025-02,2호선,0221,역삼,"1,211,825","1,373,475","135,219","137,563",2025-03-03 16:39:12
2025-02,2호선,0222,강남,"2,110,548","2,084,397","154,053","135,566",2025-03-03 16:39:12
2025-02,2호선,0223,교대(법원.검찰청),"675,969","806,474","142,001","168,079",2025-03-03 16:39:12
2025-02,2호선,0224,서초,"514,621","501,153","83,642","83,705",2025-03-03 16:39:12
2025-02,2호선,0225,방배,"347,443","360,550","72,200","70,918",2025-03-03 16:39:12
2025-02,2호선,0226,사당,"956,100","1,055,767","205,179","193,096",2025-03-03 16:39:12
2025-02,2호선,0227,낙성대(강감찬),"638,863","614,139","104,251","105,549",2025-03-03 16:39:12
2025-02,2호선,0228,서울대입구(관악구청),"1,086,161","1,062,411","170,384","161,348",2025-03-03 16:39:12
2025-02,2호선,0229,봉천,"521,025","484,817","142,394","143,861",2025-03-03 16:39:12
2025-02,2호선,0230,신림,"1,320,945","1,291,542","185,498","185,778",2025-03-03 16:39:12
2025-02,2호선,0231,신대방,"557,499","529,947","120,331","121,062",2025-03-03 16:39:12
2025-02,2호선,0232,구로디지털단지,"1,358,874","1,342,581","193,309","192,881",2025-03-03 16:39:12
2025-02,2호선,0233,대림(구로구청),"528,956","535,092","126,890","130,566",2025-03-03 16:39:12
2025-02,2호선,0234,신도림,"1,195,425","1,156,749","222,774","210,677",2025-03-03 16:39:12
2025-02,2호선,0235,문래,"554,076","571,488","85,982","86,235",2025-03-03 16:39:12
2025-02,2호선,0236,영등포구청,"510,151","529,084","101,812","101,458",2025-03-03 16:39:12
2025-02,2호선,0237,당산,"440,216","500,716","55,860","60,102",2025-03-03 16:39:12
2025-02,2호선,0238,합정,"830,096","914,231","62,207","63,612",2025-03-03 16:39:12
2025-02,2호선,0239,홍대입구,"1,966,771","2,106,410","93,497","91,195",2025-03-03 16:39:12
2025-02,2호선,0240,신촌,"890,303","903,600","114,343","111,683",2025-03-03 16:39:12
2025-02,2호선,0241,이대,"364,928","397,887","46,337","49,574",2025-03-03 16:39:12
2025-02,2호선,0242,아현,"221,831","208,811","60,930","60,442",2025-03-03 16:39:12
2025-02,2호선,0243,충정로(경기대입구),"226,158","242,373","42,873","43,345",2025-03-03 16:39:12
2025-02,2호선,0244,용답,"59,546","58,178","17,065","16,873",2025-03-03 16:39:12
2025-02,2호선,0245,신답,"33,750","39,139","8,593","9,173",2025-03-03 16:39:12
2025-02,2호선,0246,신설동,"74,866","72,443","31,405","33,008",2025-03-03 16:39:12
2025-02,2호선,0247,도림천,"27,892","29,266","7,687","8,548",2025-03-03 16:39:12
2025-02,2호선,0248,양천구청,"132,800","141,862","50,500","51,238",2025-03-03 16:39:12
2025-02,2호선,0249,신정네거리,"207,110","215,011","68,418","70,343",2025-03-03 16:39:12
2025-02,2호선,0250,용두(동대문구청),"45,827","46,246","22,225","23,306",2025-03-03 16:39:12
2025-02,3호선,0309,지축,"169,493","170,404","34,225","33,229",2025-03-03 16:39:12
2025-02,3호선,0310,구파발,"463,394","449,631","123,075","118,576",2025-03-03 16:39:12
2025-02,3호선,0311,연신내,"736,382","704,229","236,416","230,766",2025-03-03 16:39:12
2025-02,3호선,0312,불광,"318,164","335,956","132,713","147,103",2025-03-03 16:39:12
2025-02,3호선,0313,녹번,"329,621","299,266","74,123","73,240",2025-03-03 16:39:12
2025-02,3호선,0314,홍제,"342,122","324,909","132,438","130,615",2025-03-03 16:39:12
2025-02,3호선,0315,무악재,"84,819","81,841","29,627","31,779",2025-03-03 16:39:12
2025-02,3호선,0316,독립문,"142,284","145,716","65,890","66,095",2025-03-03 16:39:12
2025-02,3호선,0317,경복궁(정부서울청사),"574,421","583,479","88,792","87,204",2025-03-03 16:39:12
2025-02,3호선,0318,안국,"633,099","646,188","115,110","124,307",2025-03-03 16:39:12
2025-02,3호선,0319,종로3가,"235,781","266,489","64,769","72,000",2025-03-03 16:39:12
2025-02,3호선,0320,을지로3가,"275,173","276,610","47,752","44,285",2025-03-03 16:39:12
2025-02,3호선,0321,충무로,91,0,1,0,2025-03-03 16:39:12
2025-02,3호선,0322,동대입구,"221,877","245,739","34,221","37,394",2025-03-03 16:39:12
2025-02,3호선,0323,약수,"263,913","259,135","75,327","69,388",2025-03-03 16:39:12
2025-02,3호선,0324,금호,"166,807","156,104","50,083","49,352",2025-03-03 16:39:12
2025-02,3호선,0325,옥수,"182,210","190,318","55,538","56,011",2025-03-03 16:39:12
2025-02,3호선,0326,압구정,"706,822","763,720","129,711","128,004",2025-03-03 16:39:12
2025-02,3호선,0327,신사,"699,860","734,647","65,240","62,995",2025-03-03 16:39:12
2025-02,3호선,0328,잠원,"105,079","100,248","30,628","29,461",2025-03-03 16:39:12
2025-02,3호선,0329,고속터미널,"1,195,069","1,138,088","206,986","193,331",2025-03-03 16:39:12
2025-02,3호선,0330,교대(법원.검찰청),"360,883","203,408","81,628","46,103",2025-03-03 16:39:12
2025-02,3호선,0331,남부터미널(예술의전당),"774,164","779,265","121,985","122,707",2025-03-03 16:39:12
2025-02,3호선,0332,양재(서초구청),"855,728","912,134","141,266","142,887",2025-03-03 16:39:12
2025-02,3호선,0333,매봉,"266,189","256,753","72,367","67,189",2025-03-03 16:39:12
2025-02,3호선,0334,도곡,"130,433","134,234","28,940","27,600",2025-03-03 16:39:12
2025-02,3호선,0335,대치,"293,397","283,301","67,180","65,627",2025-03-03 16:39:12
2025-02,3호선,0336,학여울,"54,775","56,990","15,903","15,609",2025-03-03 16:39:12
2025-02,3호선,0337,대청,"225,134","213,088","58,560","56,748",2025-03-03 16:39:12
2025-02,3호선,0338,일원,"224,164","216,710","64,981","64,985",2025-03-03 16:39:12
2025-02,3호선,0339,수서,"404,840","402,544","114,410","111,132",2025-03-03 16:39:12
2025-02,3호선,0340,가락시장,"171,687","168,624","73,181","70,287",2025-03-03 16:39:12
2025-02,3호선,0341,경찰병원,"158,498","158,304","43,855","45,673",2025-03-03 16:39:12
2025-02,3호선,0342,오금,"144,872","128,547","31,245","29,514",2025-03-03 16:39:12
2025-02,4호선,0409,당고개,"184,885","154,009","70,679","69,575",2025-03-03 16:39:12
2025-02,4호선,0410,상계,"401,363","371,671","122,442","120,271",2025-03-03 16:39:12
2025-02,4호선,0411,노원,"467,741","540,098","101,793","100,475",2025-03-03 16:39:12
2025-02,4호선,0412,창동,"518,345","549,619","210,004","217,105",2025-03-03 16:39:12
2025-02,4호선,0413,쌍문,"620,800","570,276","168,432","165,254",2025-03-03 16:39:12
2025-02,4호선,0414,수유(강북구청),"736,694","742,166","181,599","183,679",2025-03-03 16:39:12
2025-02,4호선,0415,미아(서울사이버대학),"305,681","289,226","110,027","112,405",2025-03-03 16:39:12
2025-02,4호선,0416,미아사거리,"540,025","534,240","172,480","173,297",2025-03-03 16:39:12
2025-02,4호선,0417,길음,"450,364","440,330","115,332","115,170",2025-03-03 16:39:12
2025-02,4호선,0418,성신여대입구(돈암),"496,991","487,936","86,335","85,984",2025-03-03 16:39:12
2025-02,4호선,0419,한성대입구(삼선교),"288,858","281,098","68,301","67,935",2025-03-03 16:39:12
2025-02,4호선,0420,혜화,"886,639","892,645","125,645","122,713",2025-03-03 16:39:12
2025-02,4호선,0421,동대문,"369,795","391,169","133,632","130,766",2025-03-03 16:39:12
2025-02,4호선,0422,동대문역사문화공원(DDP),"462,553","403,882","63,240","56,023",2025-03-03 16:39:12
2025-02,4호선,0423,충무로,"677,401","694,904","112,349","113,588",2025-03-03 16:39:12
2025-02,4호선,0424,명동,"841,094","885,612","73,922","74,825",2025-03-03 16:39:12
2025-02,4호선,0425,회현(남대문시장),"553,335","582,090","176,973","176,445",2025-03-03 16:39:12
2025-02,4호선,0426,서울역,"296,317","580,596","37,154","53,784",2025-03-03 16:39:12
2025-02,4호선,0427,숙대입구(갈월),"341,123","337,225","51,580","48,523",2025-03-03 16:39:12
2025-02,4호선,0428,삼각지,"162,615","189,699","21,892","23,360",2025-03-03 16:39:12
2025-02,4호선,0429,신용산,"524,806","567,349","53,687","54,482",2025-03-03 16:39:12
2025-02,4호선,0430,이촌(국립중앙박물관),"235,752","253,734","50,741","53,885",2025-03-03 16:39:12
2025-02,4호선,0431,동작(현충원),"29,187","31,038","10,980","11,044",2025-03-03 16:39:12
2025-02,4호선,0432,총신대입구(이수),"376,591","413,379","148,531","155,678",2025-03-03 16:39:12
2025-02,4호선,0433,사당,"612,388","544,827","91,487","98,621",2025-03-03 16:39:12
2025-02,4호선,0434,남태령,"29,528","24,008","7,614","7,125",2025-03-03 16:39:12
2025-02,경부선,1001,서울역,"277,262","106,684","15,133","4,624",2025-03-03 16:39:12
2025-02,경부선,1002,남영,"209,273","219,665","35,201","36,490",2025-03-03 16:39:12
2025-02,경부선,1003,용산,"1,084,689","1,086,979","123,518","122,375",2025-03-03 16:39:12
2025-02,경부선,1004,노량진,"190,422","198,801","39,773","37,874",2025-03-03 16:39:12
2025-02,경부선,1005,대방,"213,121","242,701","52,949","55,334",2025-03-03 16:39:12
2025-02,경부선,1006,영등포,"878,488","876,696","273,604","273,130",2025-03-03 16:39:12
2025-02,경부선,1007,신도림,"79,696","82,755","22,689","26,846",2025-03-03 16:39:12
2025-02,경부선,1032,신길,"185,865","165,392","42,016","39,671",2025-03-03 16:39:12
2025-02,경부선,1701,구로,"364,269","376,780","102,833","99,608",2025-03-03 16:39:12
2025-02,경부선,1702,가산디지털단지,"441,484","490,755","38,053","41,400",2025-03-03 16:39:12
2025-02,경부선,1703,금천구청,"209,572","215,248","74,574","76,100",2025-03-03 16:39:12
2025-02,경부선,1704,석수,"170,884","156,209","45,395","43,485",2025-03-03 16:39:12
2025-02,경부선,1705,관악,"136,433","131,460","51,259","50,295",2025-03-03 16:39:12
2025-02,경부선,1706,안양,"458,846","450,787","118,009","121,832",2025-03-03 16:39:12
2025-02,경부선,1707,명학,"173,854","170,983","41,212","39,995",2025-03-03 16:39:12
2025-02,경부선,1708,금정,"617,883","630,217","126,449","127,690",2025-03-03 16:39:12
2025-02,경부선,1709,군포,"145,895","144,553","35,815","35,215",2025-03-03 16:39:12
2025-02,경부선,1710,의왕,"194,075","192,390","40,892","40,264",2025-03-03 16:39:12
2025-02,경부선,1711,성균관대,"340,611","332,620","58,675","58,674",2025-03-03 16:39:12
2025-02,경부선,1712,화서,"271,462","263,299","47,117","45,505",2025-03-03 16:39:12
2025-02,경부선,1713,수원,"905,121","953,087","150,414","153,832",2025-03-03 16:39:12
2025-02,경부선,1714,독산,"374,337","380,821","63,642","65,463",2025-03-03 16:39:12
2025-02,경부선,1715,세류,"75,915","70,097","16,200","15,725",2025-03-03 16:39:12
2025-02,경부선,1716,병점,"329,346","328,272","66,387","65,920",2025-03-03 16:39:12
2025-02,경부선,1717,세마,"71,745","67,177","14,704","14,057",2025-03-03 16:39:12
2025-02,경부선,1718,오산대,"78,723","71,903","15,902","15,257",2025-03-03 16:39:12
2025-02,경부선,1719,오산,"228,929","227,667","47,786","47,981",2025-03-03 16:39:12
2025-02,경부선,1720,진위,"32,523","29,921","8,895","8,641",2025-03-03 16:39:12
2025-02,경부선,1721,송탄,"98,146","96,863","19,620","19,470",2025-03-03 16:39:12
2025-02,경부선,1722,서정리,"183,825","173,568","32,504","31,597",2025-03-03 16:39:12
2025-02,경부선,1723,평택지제,"103,119","97,555","13,198","12,865",2025-03-03 16:39:12
2025-02,경부선,1724,평택,"281,257","276,107","63,302","62,530",2025-03-03 16:39:12
2025-02,경부선,1725,성환,"79,503","77,740","19,185","18,715",2025-03-03 16:39:12
2025-02,경부선,1726,직산,"22,210","21,871","5,034","4,898",2025-03-03 16:39:12
2025-02,경부선,1727,두정,"155,698","158,225","26,860","27,491",2025-03-03 16:39:12
2025-02,경부선,1728,천안,"121,794","124,370","50,872","50,732",2025-03-03 16:39:12
2025-02,경부선,1729,당정,"126,103","118,891","31,128","29,706",2025-03-03 16:39:12
2025-02,경부선,1749,서동탄,"32,802","27,606","6,555","6,193",2025-03-03 16:39:12
2025-02,경부선,1750,광명,"95,543","78,827","11,630","11,072",2025-03-03 16:39:12
2025-02,경인선,1801,개봉,"414,437","412,436","157,188","163,298",2025-03-03 16:39:12
2025-02,경인선,1802,오류동,"211,373","199,077","86,304","84,545",2025-03-03 16:39:12
2025-02,경인선,1803,역곡,"519,198","515,571","146,935","151,289",2025-03-03 16:39:12
2025-02,경인선,1804,부천,"622,788","622,790","216,718","219,569",2025-03-03 16:39:12
2025-02,경인선,1805,송내,"553,929","539,992","127,131","124,709",2025-03-03 16:39:12
2025-02,경인선,1806,부평,"655,445","689,017","146,332","149,487",2025-03-03 16:39:12
2025-02,경인선,1807,백운,"131,617","125,954","56,342","56,240",2025-03-03 16:39:12
2025-02,경인선,1808,동암,"303,260","304,920","100,262","101,680",2025-03-03 16:39:12
2025-02,경인선,1809,주안,"393,311","350,884","92,235","83,028",2025-03-03 16:39:12
2025-02,경인선,1810,제물포,"199,562","188,322","62,684","61,688",2025-03-03 16:39:12
2025-02,경인선,1811,동인천,"243,064","230,170","104,235","104,702",2025-03-03 16:39:12
2025-02,경인선,1812,인천,"69,632","51,796","30,579","27,390",2025-03-03 16:39:12
2025-02,경인선,1813,구일,"120,211","120,064","41,173","40,656",2025-03-03 16:39:12
2025-02,경인선,1814,소사,"142,694","128,044","58,620","53,064",2025-03-03 16:39:12
2025-02,경인선,1815,부개,"157,976","144,553","65,623","64,296",2025-03-03 16:39:12
2025-02,경인선,1816,간석,"103,688","98,899","43,816","42,289",2025-03-03 16:39:12
2025-02,경인선,1817,도원,"48,312","47,028","27,106","27,809",2025-03-03 16:39:12
2025-02,경인선,1821,온수(성공회대입구),"111,158","104,540","47,798","46,710",2025-03-03 16:39:12
2025-02,경인선,1822,중동,"168,740","154,295","71,415","70,158",2025-03-03 16:39:12
2025-02,경인선,1823,도화,"67,655","60,771","37,753","36,140",2025-03-03 16:39:12
2025-02,경원선,1008,이촌(국립중앙박물관),"77,067","59,947","29,924","24,260",2025-03-03 16:39:12
2025-02,경원선,1009,서빙고,"40,602","38,865","17,464","16,999",2025-03-03 16:39:12
2025-02,경원선,1010,한남,"66,897","66,798","25,429","23,644",2025-03-03 16:39:12
2025-02,경원선,1011,옥수,"1,362",904,128,95,2025-03-03 16:39:12
2025-02,경원선,1012,응봉,"31,289","25,722","14,984","13,643",2025-03-03 16:39:12
2025-02,경원선,1013,왕십리(성동구청),"374,468","372,084","72,104","72,116",2025-03-03 16:39:12
2025-02,경원선,1014,청량리(서울시립대입구),"347,688","350,891","133,067","141,019",2025-03-03 16:39:12
2025-02,경원선,1016,외대앞,"186,879","182,754","43,584","43,284",2025-03-03 16:39:12
2025-02,경원선,1017,신이문,"153,279","141,554","61,427","60,674",2025-03-03 16:39:12
2025-02,경원선,1018,석계,"134,660","156,925","53,312","57,621",2025-03-03 16:39:12
2025-02,경원선,1019,광운대,"156,206","148,894","51,542","50,148",2025-03-03 16:39:12
2025-02,경원선,1020,월계,"109,419","99,582","55,958","53,764",2025-03-03 16:39:12
2025-02,경원선,1021,녹천,"80,103","65,724","33,360","29,973",2025-03-03 16:39:12
2025-02,경원선,1022,창동,84,0,7,0,2025-03-03 16:39:12
2025-02,경원선,1901,방학,"160,782","155,695","101,816","99,800",2025-03-03 16:39:12
2025-02,경원선,1902,도봉,"89,844","83,348","65,850","65,198",2025-03-03 16:39:12
2025-02,경원선,1903,도봉산,"112,333","59,260","94,856","72,591",2025-03-03 16:39:12
2025-02,경원선,1904,망월사,"128,253","130,881","68,789","70,279",2025-03-03 16:39:12
2025-02,경원선,1905,회룡,"204,968","199,496","142,537","141,600",2025-03-03 16:39:12
2025-02,경원선,1906,의정부,"406,430","413,707","114,335","114,607",2025-03-03 16:39:12
2025-02,경원선,1907,가능,"114,214","108,825","52,811","52,156",2025-03-03 16:39:12
2025-02,경원선,1908,녹양,"79,318","74,052","36,584","34,903",2025-03-03 16:39:12
2025-02,경원선,1909,양주,"140,102","134,071","50,871","48,808",2025-03-03 16:39:12
2025-02,경원선,1910,덕계,"124,640","113,367","33,671","32,297",2025-03-03 16:39:12
