사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2025-02,5호선,2539,신금호,"131,607","137,332","37,069","42,106",2025-03-03 16:39:12
2025-02,5호선,2540,행당,"167,591","150,412","49,147","44,562",2025-03-03 16:39:12
2025-02,5호선,2541,왕십리(성동구청),"103,074","122,859","25,214","25,083",2025-03-03 16:39:12
2025-02,5호선,2542,마장,"115,289","106,476","40,976","40,071",2025-03-03 16:39:12
2025-02,5호선,2543,답십리,"350,628","314,231","83,024","79,989",2025-03-03 16:39:12
2025-02,5호선,2544,장한평,"431,748","425,390","98,381","100,536",2025-03-03 16:39:12
2025-02,5호선,2545,군자(능동),"280,119","308,905","43,069","45,957",2025-03-03 16:39:12
2025-02,5호선,2546,아차산(어린이대공원후문),"298,072","292,696","100,369","98,052",2025-03-03 16:39:12
2025-02,5호선,2547,광나루(장신대),"240,429","228,147","63,643","63,256",2025-03-03 16:39:12
2025-02,5호선,2548,천호(풍납토성),"411,270","395,230","144,352","143,475",2025-03-03 16:39:12
2025-02,5호선,2549,강동,"401,889","391,968","110,278","107,733",2025-03-03 16:39:12
2025-02,5호선,2550,길동,"160,180","165,888","80,584","82,131",2025-03-03 16:39:12
2025-02,5호선,2551,굽은다리(강동구민회관앞),"195,659","188,240","81,541","76,246",2025-03-03 16:39:12
2025-02,5호선,2552,명일,"161,543","161,624","65,614","66,660",2025-03-03 16:39:12
2025-02,5호선,2553,고덕,"204,443","199,246","75,032","72,901",2025-03-03 16:39:12
2025-02,5호선,2554,상일동,"301,063","285,655","89,766","90,087",2025-03-03 16:39:12
2025-02,5호선,2555,둔촌동,"240,369","237,973","82,035","83,155",2025-03-03 16:39:12
2025-02,5호선,2556,올림픽공원(한국체대),"99,919","86,009","39,772","34,508",2025-03-03 16:39:12
2025-02,5호선,2557,방이,"156,206","161,280","50,281","50,208",2025-03-03 16:39:12
2025-02,5호선,2558,오금,"76,087","76,329","21,932","20,958",2025-03-03 16:39:12
2025-02,5호선,2559,개롱,"127,848","132,214","51,917","53,567",2025-03-03 16:39:12
2025-02,5호선,2560,거여,"201,797","196,280","66,676","64,900",2025-03-03 16:39:12
2025-02,5호선,2561,마천,"140,664","123,230","54,699","56,448",2025-03-03 16:39:12
2025-02,5호선,2562,강일,"118,546","108,940","43,732","42,097",2025-03-03 16:39:12
2025-02,5호선,2563,미사,"409,983","417,006","86,574","86,006",2025-03-03 16:39:12
2025-02,5호선,2564,하남풍산,"92,668","93,260","34,713","34,709",2025-03-03 16:39:12
2025-02,5호선,2565,하남시청(덕풍·신장),"158,643","146,186","76,679","77,186",2025-03-03 16:39:12
2025-02,5호선,2566,하남검단산,"129,970","122,316","52,649","51,938",2025-03-03 16:39:12
2025-02,6호선,2611,응암,"358,681","357,270","116,334","115,735",2025-03-03 16:39:12
2025-02,6호선,2612,역촌,"70,468","88,632","31,768","31,411",2025-03-03 16:39:12
2025-02,6호선,2613,불광,"90,362","87,647","40,726","32,754",2025-03-03 16:39:12
2025-02,6호선,2614,독바위,"54,619","53,535","19,121","23,351",2025-03-03 16:39:12
2025-02,6호선,2615,연신내,48,0,7,0,2025-03-03 16:39:12
2025-02,6호선,2616,구산,"169,501","117,554","51,876","53,835",2025-03-03 16:39:12
2025-02,6호선,2617,새절(신사),"248,439","228,690","83,715","84,421",2025-03-03 16:39:12
2025-02,6호선,2618,증산(명지대앞),"185,873","185,774","65,707","66,078",2025-03-03 16:39:12
2025-02,6호선,2619,디지털미디어시티,"330,916","361,704","56,424","57,557",2025-03-03 16:39:12
2025-02,6호선,2620,월드컵경기장(성산),"84,756","93,943","41,999","40,803",2025-03-03 16:39:12
2025-02,6호선,2621,마포구청,"314,643","287,236","76,124","70,099",2025-03-03 16:39:12
2025-02,6호선,2622,망원,"368,008","394,379","77,791","81,074",2025-03-03 16:39:12
2025-02,6호선,2623,합정,"344,621","340,055","38,777","35,001",2025-03-03 16:39:12
2025-02,6호선,2624,상수,"252,155","285,621","19,728","19,869",2025-03-03 16:39:12
2025-02,6호선,2625,광흥창(서강),"204,363","196,922","52,608","51,714",2025-03-03 16:39:12
2025-02,6호선,2626,대흥(서강대앞),"188,832","199,978","44,871","45,035",2025-03-03 16:39:12
2025-02,6호선,2627,공덕,"434,301","421,350","77,582","73,292",2025-03-03 16:39:12
2025-02,6호선,2628,효창공원앞,"160,959","144,774","36,077","33,974",2025-03-03 16:39:12
2025-02,6호선,2629,삼각지,"182,097","165,328","19,339","16,657",2025-03-03 16:39:12
2025-02,6호선,2630,녹사평(용산구청),"117,876","122,304","16,210","15,972",2025-03-03 16:39:12
2025-02,6호선,2631,이태원,"272,188","301,518","27,952","27,971",2025-03-03 16:39:12
2025-02,6호선,2632,한강진,"250,816","293,814","15,850","15,645",2025-03-03 16:39:12
2025-02,6호선,2633,버티고개,"45,312","45,467","12,888","15,172",2025-03-03 16:39:12
2025-02,6호선,2634,약수,"80,283","79,613","19,329","19,615",2025-03-03 16:39:12
2025-02,6호선,2635,청구,"84,070","79,818","18,947","20,535",2025-03-03 16:39:12
2025-02,6호선,2636,신당,"190,028","193,533","37,294","36,613",2025-03-03 16:39:12
2025-02,6호선,2637,동묘앞,"181,835","187,801","67,114","61,002",2025-03-03 16:39:12
2025-02,6호선,2638,창신,"71,763","56,788","18,901","18,203",2025-03-03 16:39:12
2025-02,6호선,2639,보문,"183,181","168,438","31,305","29,448",2025-03-03 16:39:12
2025-02,6호선,2640,안암(고대병원앞),"269,794","269,797","37,174","36,267",2025-03-03 16:39:12
2025-02,6호선,2641,고려대(종암),"188,052","181,771","33,940","33,329",2025-03-03 16:39:12
2025-02,6호선,2642,월곡(동덕여대),"240,290","236,718","65,250","64,640",2025-03-03 16:39:12
2025-02,6호선,2643,상월곡(한국과학기술연구원),"129,149","113,248","40,040","39,233",2025-03-03 16:39:12
2025-02,6호선,2644,돌곶이,"212,448","194,989","59,885","59,610",2025-03-03 16:39:12
2025-02,6호선,2645,석계,"249,892","256,992","76,489","76,108",2025-03-03 16:39:12
2025-02,6호선,2646,태릉입구,"124,743","132,785","32,022","31,628",2025-03-03 16:39:12
2025-02,6호선,2647,화랑대(서울여대입구),"242,928","194,429","48,880","44,539",2025-03-03 16:39:12
2025-02,6호선,2648,봉화산(서울의료원),"181,456","168,191","48,229","47,784",2025-03-03 16:39:12
2025-02,6호선,2649,신내,6,0,0,0,2025-03-03 16:39:12
2025-02,7호선,2711,장암,"57,116","22,392","12,064","8,993",2025-03-03 16:39:12
2025-02,7호선,2712,도봉산,"181,979","204,983","41,651","61,420",2025-03-03 16:39:12
2025-02,7호선,2713,수락산,"239,567","234,617","95,875","97,831",2025-03-03 16:39:12
2025-02,7호선,2714,마들,"266,993","252,200","92,069","91,042",2025-03-03 16:39:12
2025-02,7호선,2715,노원,"429,835","450,799","131,810","131,348",2025-03-03 16:39:12
2025-02,7호선,2716,중계,"294,269","268,184","90,490","88,558",2025-03-03 16:39:12
2025-02,7호선,2717,하계,"373,764","349,603","112,390","108,384",2025-03-03 16:39:12
2025-02,7호선,2718,공릉(서울과학기술대),"250,496","247,814","73,228","74,225",2025-03-03 16:39:12
2025-02,7호선,2719,태릉입구,"178,191","166,758","44,026","41,862",2025-03-03 16:39:12
2025-02,7호선,2720,먹골,"209,930","208,443","66,292","67,840",2025-03-03 16:39:12
2025-02,7호선,2721,중화,"222,100","217,132","62,865","62,880",2025-03-03 16:39:12
2025-02,7호선,2722,상봉,"408,625","395,209","73,619","70,385",2025-03-03 16:39:12
2025-02,7호선,2723,면목,"297,733","281,163","93,032","95,915",2025-03-03 16:39:12
2025-02,7호선,2724,사가정,"333,647","335,587","99,084","101,042",2025-03-03 16:39:12
2025-02,7호선,2725,용마산(용마폭포공원),"118,148","113,194","33,880","36,607",2025-03-03 16:39:12
2025-02,7호선,2726,중곡,"225,804","211,994","63,620","64,512",2025-03-03 16:39:12
2025-02,7호선,2727,군자(능동),"327,383","255,738","81,567","70,181",2025-03-03 16:39:12
2025-02,7호선,2728,어린이대공원(세종대),"325,588","325,213","41,496","41,345",2025-03-03 16:39:12
2025-02,7호선,2729,건대입구,"305,936","326,447","61,646","56,975",2025-03-03 16:39:12
2025-02,7호선,2730,자양(뚝섬한강공원),"177,863","174,215","43,219","43,156",2025-03-03 16:39:12
2025-02,7호선,2731,청담,"414,976","458,181","74,870","72,047",2025-03-03 16:39:12
2025-02,7호선,2732,강남구청,"384,836","430,174","51,386","51,902",2025-03-03 16:39:12
2025-02,7호선,2733,학동,"556,223","578,720","63,835","60,433",2025-03-03 16:39:12
2025-02,7호선,2734,논현,"457,957","481,348","43,050","42,102",2025-03-03 16:39:12
2025-02,7호선,2735,반포,"136,805","129,298","37,387","35,604",2025-03-03 16:39:12
2025-02,7호선,2736,고속터미널,"421,305","330,694","73,922","67,398",2025-03-03 16:39:12
2025-02,7호선,2737,내방,"316,536","323,167","72,299","69,908",2025-03-03 16:39:12
2025-02,7호선,2738,이수,"378,291","366,657","80,818","76,866",2025-03-03 16:39:12
2025-02,7호선,2739,남성,"226,191","213,226","73,217","73,908",2025-03-03 16:39:12
2025-02,7호선,2740,숭실대입구(살피재),"255,339","257,838","60,355","62,570",2025-03-03 16:39:12
2025-02,7호선,2741,상도,"243,423","239,191","62,398","59,835",2025-03-03 16:39:12
2025-02,7호선,2742,장승배기,"187,542","179,354","64,170","64,813",2025-03-03 16:39:12
2025-02,7호선,2743,신대방삼거리,"309,290","293,967","89,763","92,600",2025-03-03 16:39:12
2025-02,7호선,2744,보라매,"150,726","158,512","30,799","31,262",2025-03-03 16:39:12
2025-02,7호선,2745,신풍,"241,574","225,793","72,728","71,550",2025-03-03 16:39:12
2025-02,7호선,2746,대림(구로구청),"203,641","207,435","45,296","44,980",2025-03-03 16:39:12
2025-02,7호선,2747,남구로,"337,358","354,005","61,013","62,055",2025-03-03 16:39:12
2025-02,7호선,2748,가산디지털단지,"1,026,940","1,027,737","92,782","87,614",2025-03-03 16:39:12
2025-02,7호선,2749,철산,"463,756","475,508","102,701","102,317",2025-03-03 16:39:12
2025-02,7호선,2750,광명사거리,"419,996","410,885","151,391","157,216",2025-03-03 16:39:12
2025-02,7호선,2751,천왕,"245,049","232,200","58,411","59,132",2025-03-03 16:39:12
2025-02,7호선,2752,온수(성공회대입구),"207,221","190,564","41,155","38,788",2025-03-03 16:39:12
2025-02,8호선,2810,암사역사공원,"130,755","112,696","29,205","28,208",2025-03-03 16:39:12
2025-02,8호선,2811,암사,"345,678","315,105","104,225","103,202",2025-03-03 16:39:12
2025-02,8호선,2812,천호(풍납토성),"382,436","445,189","98,769","98,362",2025-03-03 16:39:12
2025-02,8호선,2813,강동구청,"221,833","229,187","67,341","68,441",2025-03-03 16:39:12
2025-02,8호선,2814,몽촌토성(평화의문),"166,886","171,351","34,240","33,730",2025-03-03 16:39:12
2025-02,8호선,2815,잠실(송파구청),"450,877","530,366","84,710","82,248",2025-03-03 16:39:12
2025-02,8호선,2816,석촌,"192,866","226,475","54,921","56,346",2025-03-03 16:39:12
2025-02,8호선,2817,송파,"196,902","195,461","65,893","65,282",2025-03-03 16:39:12
2025-02,8호선,2818,가락시장,"169,371","190,260","63,962","64,916",2025-03-03 16:39:12
2025-02,8호선,2819,문정,"544,157","567,822","64,524","64,947",2025-03-03 16:39:12
2025-02,8호선,2820,장지,"391,200","357,703","84,026","79,900",2025-03-03 16:39:12
2025-02,8호선,2821,복정,"213,717","180,264","39,118","35,036",2025-03-03 16:39:12
2025-02,8호선,2822,산성,"130,946","130,504","33,398","35,930",2025-03-03 16:39:12
2025-02,8호선,2823,남한산성입구(성남법원.검찰청),"266,212","237,279","73,114","69,609",2025-03-03 16:39:12
2025-02,8호선,2824,단대오거리,"246,739","238,149","73,371","71,876",2025-03-03 16:39:12
2025-02,8호선,2825,신흥,"103,024","105,505","41,671","43,195",2025-03-03 16:39:12
2025-02,8호선,2826,수진,"107,168","97,101","44,655","43,725",2025-03-03 16:39:12
2025-02,8호선,2827,모란,"86,227","68,032","55,049","42,014",2025-03-03 16:39:12
2025-02,8호선,2828,남위례,"163,563","164,268","34,993","34,287",2025-03-03 16:39:12
2025-02,9호선,4101,개화,"56,828","37,573","10,508","8,487",2025-03-03 16:39:12
2025-02,9호선,4102,김포공항,"151,952","251,948","15,831","23,165",2025-03-03 16:39:12
2025-02,9호선,4103,공항시장,"60,915","65,469","22,642","24,432",2025-03-03 16:39:12
2025-02,9호선,4104,신방화,"143,764","140,470","45,512","45,750",2025-03-03 16:39:12
2025-02,9호선,4105,마곡나루(서울식물원),"356,342","347,848","38,726","38,280",2025-03-03 16:39:12
2025-02,9호선,4106,양천향교,"228,473","235,483","46,385","46,050",2025-03-03 16:39:12
2025-02,9호선,4107,가양,"465,793","458,600","133,547","131,897",2025-03-03 16:39:12
2025-02,9호선,4108,증미,"178,412","171,339","35,914","36,162",2025-03-03 16:39:12
2025-02,9호선,4109,등촌,"252,287","240,716","86,055","86,833",2025-03-03 16:39:12
2025-02,9호선,4110,염창,"404,080","387,203","76,031","74,019",2025-03-03 16:39:12
2025-02,9호선,4111,신목동,"95,362","83,358","24,314","23,187",2025-03-03 16:39:12
2025-02,9호선,4112,선유도,"205,475","190,120","31,761","31,049",2025-03-03 16:39:12
2025-02,9호선,4113,당산,"446,842","438,090","69,428","63,771",2025-03-03 16:39:12
2025-02,9호선,4114,국회의사당,"401,706","416,583","57,587","51,727",2025-03-03 16:39:12
2025-02,9호선,4115,여의도,"775,453","737,739","52,857","48,510",2025-03-03 16:39:12
2025-02,9호선,4116,샛강,"146,776","145,976","28,078","28,188",2025-03-03 16:39:12
2025-02,9호선,4117,노량진,"621,037","614,346","82,855","82,409",2025-03-03 16:39:12
2025-02,9호선,4118,노들,"97,774","78,852","30,725","28,846",2025-03-03 16:39:12
2025-02,9호선,4119,흑석(중앙대입구),"176,377","185,005","55,013","55,301",2025-03-03 16:39:12
2025-02,9호선,4120,동작(현충원),"35,808","30,109","10,816","9,556",2025-03-03 16:39:12
2025-02,9호선,4121,구반포,"34,526","32,570","9,451","9,228",2025-03-03 16:39:12
2025-02,9호선,4122,신반포,"88,125","84,760","26,981","27,290",2025-03-03 16:39:12
2025-02,9호선,4123,고속터미널,"355,462","500,699","66,747","79,102",2025-03-03 16:39:12
2025-02,9호선,4124,사평,"84,044","81,227","24,091","23,881",2025-03-03 16:39:12
2025-02,9호선,4125,신논현,"836,805","849,752","54,679","52,616",2025-03-03 16:39:12
2025-02,공항철도 1호선,4201,서울역,"345,733","311,233","33,833","30,569",2025-03-03 16:39:12
2025-02,공항철도 1호선,4202,공덕,"72,209","99,068","8,455","10,487",2025-03-03 16:39:12
2025-02,공항철도 1호선,4203,홍대입구,"420,150","404,023","19,138","17,710",2025-03-03 16:39:12
2025-02,공항철도 1호선,4204,디지털미디어시티,"343,468","321,102","29,259","27,720",2025-03-03 16:39:12
2025-02,공항철도 1호선,4206,마곡나루(서울식물원),"291,131","276,101","17,645","17,987",2025-03-03 16:39:12
2025-02,공항철도 1호선,4207,김포공항,"227,821","138,892","19,831","13,317",2025-03-03 16:39:12
2025-02,공항철도 1호선,4208,계양,"316,273","305,088","35,768","34,371",2025-03-03 16:39:12
2025-02,공항철도 1호선,4209,검암,"153,238","154,358","15,072","14,965",2025-03-03 16:39:12
2025-02,공항철도 1호선,4210,청라국제도시,"187,707","177,286","14,047","13,926",2025-03-03 16:39:12
2025-02,공항철도 1호선,4211,운서,"235,673","253,896","27,682","27,678",2025-03-03 16:39:12
2025-02,공항철도 1호선,4212,공항화물청사,"42,752","51,535","9,118","9,024",2025-03-03 16:39:12
2025-02,공항철도 1호선,4213,인천공항1터미널,"394,605","354,694","30,609","27,831",2025-03-03 16:39:12
2025-02,공항철도 1호선,4215,인천공항2터미널,"202,234","162,526","18,190","15,933",2025-03-03 16:39:12
2025-02,공항철도 1호선,4217,영종,"95,205","96,467","20,561","20,341",2025-03-03 16:39:12
2025-02,9호선2~3단계,4126,언주,"285,787","289,610","30,769","30,377",2025-03-03 16:39:12
2025-02,9호선2~3단계,4127,선정릉,"243,148","262,886","29,234","29,740",2025-03-03 16:39:12
2025-02,9호선2~3단계,4128,삼성중앙,"182,648","192,262","28,704","28,259",2025-03-03 16:39:12
2025-02,9호선2~3단계,4129,봉은사,"525,141","551,081","55,452","52,120",2025-03-03 16:39:12
2025-02,9호선2~3단계,4130,종합운동장,"116,220","117,486","21,174","19,948",2025-03-03 16:39:12
2025-02,9호선2~3단계,4131,삼전,"186,216","176,501","42,136","41,507",2025-03-03 16:39:12
2025-02,9호선2~3단계,4132,석촌고분,"158,480","155,306","42,248","42,324",2025-03-03 16:39:12
2025-02,9호선2~3단계,4133,석촌,"222,459","200,339","40,969","36,842",2025-03-03 16:39:12
2025-02,9호선2~3단계,4134,송파나루,"133,905","142,567","30,399","32,323",2025-03-03 16:39:12
2025-02,9호선2~3단계,4135,한성백제,"68,405","61,168","17,319","15,817",2025-03-03 16:39:12
2025-02,9호선2~3단계,4136,올림픽공원(한국체대),"205,879","208,495","30,474","30,968",2025-03-03 16:39:12
2025-02,9호선2~3단계,4137,둔촌오륜,"78,366","75,491","18,139","18,100",2025-03-03 16:39:12
2025-02,9호선2~3단계,4138,중앙보훈병원,"252,952","214,517","82,550","79,893",2025-03-03 16:39:12
2025-02,우이신설선,4701,북한산우이,"43,575","37,400","31,332","32,790",2025-03-03 16:39:12
2025-02,우이신설선,4702,솔밭공원,"42,110","37,926","27,251","27,847",2025-03-03 16:39:12
2025-02,우이신설선,4703,4.19민주묘지,"46,697","44,386","33,921","31,386",2025-03-03 16:39:12
2025-02,우이신설선,4704,가오리,"66,360","65,128","48,431","50,084",2025-03-03 16:39:12
2025-02,우이신설선,4705,화계,"52,785","48,375","45,458","45,073",2025-03-03 16:39:12
2025-02,우이신설선,4706,삼양,"34,530","35,276","27,749","30,301",2025-03-03 16:39:12
2025-02,우이신설선,4707,삼양사거리,"35,156","35,193","35,010","35,182",2025-03-03 16:39:12
2025-02,우이신설선,4708,솔샘,"119,691","109,783","39,064","40,653",2025-03-03 16:39:12
2025-02,우이신설선,4709,북한산보국문,"118,983","111,539","42,578","42,847",2025-03-03 16:39:12
2025-02,우이신설선,4710,정릉,"81,839","73,898","45,152","43,158",2025-03-03 16:39:12
2025-02,우이신설선,4711,성신여대입구(돈암),"68,754","79,372","31,549","30,341",2025-03-03 16:39:12
2025-02,우이신설선,4712,보문,"30,222","30,311","15,369","15,723",2025-03-03 16:39:12
2025-02,우이신설선,4713,신설동,"34,003","34,119","30,874","26,614",2025-03-03 16:39:12
2025-02,신림선,4401,샛강,"61,881","76,472","14,540","13,375",2025-03-03 16:39:12
2025-02,신림선,4402,대방,"63,842","51,023","18,738","15,714",2025-03-03 16:39:12
2025-02,신림선,4403,서울지방병무청,"61,205","67,354","25,820","27,777",2025-03-03 16:39:12
2025-02,신림선,4404,보라매,"91,925","82,120","24,718","22,517",2025-03-03 16:39:12
2025-02,신림선,4405,보라매공원,"42,727","46,771","16,202","17,455",2025-03-03 16:39:12
2025-02,신림선,4406,보라매병원,"156,568","164,707","55,564","54,761",2025-03-03 16:39:12
2025-02,신림선,4407,당곡,"96,127","93,991","38,080","37,868",2025-03-03 16:39:12
2025-02,신림선,4408,신림,"43,269","52,402","18,868","20,435",2025-03-03 16:39:12
2025-02,신림선,4409,서원,"72,639","63,913","24,530","23,428",2025-03-03 16:39:12
2025-02,신림선,4410,서울대벤처타운,"199,376","181,542","62,301","63,304",2025-03-03 16:39:12
2025-02,신림선,4411,관악산(서울대),"47,578","45,283","27,635","27,232",2025-03-03 16:39:12
